Age,Gender,Income_Level,Travel_Companion,Activity_Level,Budget,Target_Destination
24,Male,Medium,Family,4,Mid-range,Adventure/Nature
39,Male,High,Group,1,Economical,Party/Nightlife
50,Other,Medium,Family,2,Mid-range,Relaxation/Beach
34,Female,High,Family,1,Economical,Adventure/Nature
41,Female,Medium,Solo,4,Economical,Adventure/Nature
51,Other,High,Family,4,Mid-range,Party/Nightlife
45,Female,Low,Solo,1,Luxury,Relaxation/Beach
60,Male,High,Solo,4,Economical,Cultural/Historical
58,Male,Medium,Family,3,Mid-range,Cultural/Historical
56,Male,High,Family,5,Luxury,Cultural/Historical
39,Male,Medium,Family,2,Economical,Cultural/Historical
34,Other,Low,Solo,5,Luxury,Relaxation/Beach
51,Female,Medium,Family,2,Luxury,Relaxation/Beach
23,Male,Low,Family,4,Economical,Adventure/Nature
63,Female,Medium,Family,1,Luxury,Relaxation/Beach
23,Female,Low,Solo,1,Mid-range,Relaxation/Beach
51,Other,Medium,Family,4,Economical,Cultural/Historical
18,Female,High,Group,2,Mid-range,Cultural/Historical
27,Female,Medium,Solo,4,Mid-range,Adventure/Nature
38,Female,High,Solo,2,Mid-range,Relaxation/Beach
22,Female,Medium,Family,4,Luxury,Adventure/Nature
19,Female,Medium,Family,4,Economical,Adventure/Nature
39,Male,High,Family,4,Luxury,Adventure/Nature
19,Male,High,Family,1,Luxury,Relaxation/Beach
27,Female,High,Family,2,Luxury,Relaxation/Beach
51,Male,Low,Family,4,Economical,Cultural/Historical
33,Male,Medium,Solo,5,Mid-range,Adventure/Nature
56,Female,Low,Solo,5,Luxury,Cultural/Historical
39,Male,Medium,Family,1,Luxury,Relaxation/Beach
29,Female,Medium,Solo,3,Luxury,Cultural/Historical
41,Female,High,Group,1,Luxury,Adventure/Nature
64,Other,High,Group,3,Mid-range,Cultural/Historical
57,Female,Medium,Group,1,Luxury,Cultural/Historical
55,Male,Low,Group,5,Economical,Cultural/Historical
27,Female,High,Family,4,Mid-range,Adventure/Nature
52,Female,Low,Group,2,Economical,Cultural/Historical
49,Other,Medium,Solo,4,Luxury,Cultural/Historical
24,Male,Low,Solo,5,Luxury,Cultural/Historical
38,Male,Medium,Group,2,Economical,Cultural/Historical
37,Other,High,Solo,3,Mid-range,Cultural/Historical
43,Male,Low,Group,3,Luxury,Cultural/Historical
21,Female,Medium,Family,5,Mid-range,Adventure/Nature
63,Male,Medium,Group,2,Mid-range,Cultural/Historical
39,Male,High,Solo,4,Mid-range,Adventure/Nature
32,Male,High,Family,5,Mid-range,Adventure/Nature
57,Male,Low,Solo,3,Luxury,Cultural/Historical
38,Female,Low,Group,5,Mid-range,Adventure/Nature
32,Other,Medium,Solo,4,Economical,Adventure/Nature
39,Male,Medium,Family,1,Economical,Relaxation/Beach
45,Female,Medium,Solo,1,Economical,Adventure/Nature
31,Male,Low,Solo,4,Mid-range,Adventure/Nature
44,Female,Low,Family,2,Luxury,Relaxation/Beach
58,Male,Medium,Solo,5,Luxury,Cultural/Historical
57,Other,Low,Family,4,Luxury,Cultural/Historical
45,Female,High,Solo,1,Luxury,Relaxation/Beach
43,Female,Low,Solo,3,Mid-range,Cultural/Historical
19,Female,Low,Family,4,Mid-range,Adventure/Nature
42,Female,High,Solo,4,Mid-range,Relaxation/Beach
20,Other,Medium,Family,4,Economical,Adventure/Nature
25,Female,High,Group,1,Mid-range,Cultural/Historical
61,Other,Low,Solo,1,Mid-range,Relaxation/Beach
50,Female,Medium,Solo,4,Mid-range,Cultural/Historical
59,Male,High,Solo,4,Mid-range,Cultural/Historical
52,Female,Medium,Family,2,Mid-range,Relaxation/Beach
23,Male,High,Family,3,Mid-range,Cultural/Historical
56,Female,Medium,Family,5,Mid-range,Cultural/Historical
40,Female,Medium,Group,5,Economical,Cultural/Historical
42,Female,Medium,Solo,5,Mid-range,Cultural/Historical
60,Male,Medium,Family,1,Mid-range,Relaxation/Beach
36,Male,Low,Family,1,Luxury,Relaxation/Beach
22,Female,Medium,Family,2,Economical,Cultural/Historical
28,Other,Medium,Group,1,Mid-range,Adventure/Nature
29,Male,Medium,Family,4,Mid-range,Adventure/Nature
27,Male,High,Group,3,Economical,Party/Nightlife
25,Female,Medium,Solo,3,Mid-range,Cultural/Historical
41,Female,High,Solo,3,Mid-range,Cultural/Historical
45,Male,Low,Solo,3,Mid-range,Cultural/Historical
58,Male,Medium,Family,5,Economical,Cultural/Historical
53,Male,High,Solo,5,Mid-range,Cultural/Historical
54,Other,Medium,Solo,4,Economical,Cultural/Historical
38,Male,Medium,Family,2,Mid-range,Relaxation/Beach
25,Male,Low,Solo,1,Luxury,Relaxation/Beach
26,Male,Medium,Solo,1,Economical,Party/Nightlife
64,Male,Low,Solo,5,Mid-range,Cultural/Historical
32,Female,High,Group,3,Mid-range,Cultural/Historical
63,Male,Medium,Solo,4,Mid-range,Adventure/Nature
57,Male,High,Family,2,Mid-range,Relaxation/Beach
35,Female,Medium,Family,5,Mid-range,Adventure/Nature
59,Male,Medium,Family,4,Economical,Cultural/Historical
37,Male,Medium,Solo,4,Economical,Adventure/Nature
23,Female,High,Family,5,Mid-range,Adventure/Nature
29,Female,High,Family,4,Economical,Adventure/Nature
19,Other,Low,Family,3,Economical,Cultural/Historical
24,Female,Medium,Solo,4,Mid-range,Adventure/Nature
33,Female,Medium,Solo,2,Economical,Cultural/Historical
20,Male,Low,Group,4,Economical,Adventure/Nature
62,Female,Medium,Family,1,Economical,Cultural/Historical
20,Female,High,Family,4,Economical,Adventure/Nature
44,Female,Medium,Family,5,Luxury,Party/Nightlife
60,Female,High,Group,1,Economical,Cultural/Historical
57,Male,Medium,Family,5,Luxury,Cultural/Historical
55,Female,Medium,Family,2,Mid-range,Relaxation/Beach
50,Female,Low,Group,3,Mid-range,Cultural/Historical
45,Other,High,Family,2,Economical,Cultural/Historical
18,Male,High,Solo,1,Luxury,Relaxation/Beach
25,Male,Medium,Solo,3,Luxury,Cultural/Historical
54,Male,Low,Group,4,Economical,Cultural/Historical
49,Female,Low,Group,1,Economical,Cultural/Historical
60,Male,Low,Family,3,Mid-range,Cultural/Historical
54,Male,Medium,Family,5,Luxury,Cultural/Historical
21,Other,High,Family,3,Mid-range,Cultural/Historical
47,Male,Low,Family,5,Mid-range,Cultural/Historical
23,Female,High,Family,5,Economical,Adventure/Nature
63,Male,Medium,Solo,3,Mid-range,Cultural/Historical
36,Female,Medium,Group,2,Economical,Cultural/Historical
49,Female,High,Group,2,Mid-range,Cultural/Historical
26,Other,Low,Family,5,Economical,Adventure/Nature
29,Other,High,Solo,1,Economical,Adventure/Nature
28,Male,Low,Solo,3,Mid-range,Cultural/Historical
63,Male,Medium,Family,1,Mid-range,Relaxation/Beach
33,Male,High,Family,2,Mid-range,Relaxation/Beach
18,Female,High,Family,1,Luxury,Relaxation/Beach
62,Female,Medium,Family,4,Economical,Cultural/Historical
38,Female,Medium,Family,4,Mid-range,Adventure/Nature
47,Female,High,Group,2,Luxury,Party/Nightlife
30,Male,High,Solo,1,Luxury,Relaxation/Beach
51,Female,Low,Family,3,Luxury,Cultural/Historical
21,Other,High,Group,2,Economical,Cultural/Historical
45,Male,Medium,Family,4,Economical,Cultural/Historical
55,Female,Medium,Family,2,Mid-range,Relaxation/Beach
48,Male,Medium,Family,1,Mid-range,Relaxation/Beach
44,Female,Medium,Group,1,Economical,Adventure/Nature
22,Female,High,Solo,1,Mid-range,Relaxation/Beach
42,Male,Medium,Family,5,Mid-range,Cultural/Historical
20,Male,High,Solo,1,Mid-range,Relaxation/Beach
50,Male,Low,Solo,4,Economical,Cultural/Historical
21,Female,High,Family,4,Economical,Adventure/Nature
42,Female,High,Solo,5,Economical,Cultural/Historical
37,Male,Medium,Group,4,Mid-range,Adventure/Nature
51,Female,Medium,Group,4,Economical,Cultural/Historical
43,Female,Medium,Solo,2,Luxury,Party/Nightlife
22,Male,High,Family,1,Economical,Relaxation/Beach
52,Male,High,Family,2,Luxury,Relaxation/Beach
45,Female,Low,Group,2,Mid-range,Cultural/Historical
46,Other,High,Family,4,Economical,Cultural/Historical
26,Male,Medium,Solo,3,Mid-range,Cultural/Historical
55,Male,Low,Group,1,Mid-range,Cultural/Historical
23,Male,High,Family,3,Mid-range,Cultural/Historical
36,Female,Medium,Family,4,Mid-range,Adventure/Nature
61,Male,High,Group,5,Mid-range,Cultural/Historical
28,Male,Low,Group,2,Mid-range,Cultural/Historical
19,Female,Low,Family,4,Mid-range,Adventure/Nature
64,Female,Medium,Family,4,Mid-range,Cultural/Historical
61,Male,Low,Group,3,Economical,Cultural/Historical
61,Male,High,Solo,5,Luxury,Cultural/Historical
26,Female,Low,Solo,2,Luxury,Relaxation/Beach
38,Male,Medium,Solo,5,Luxury,Cultural/Historical
41,Male,Low,Group,5,Economical,Adventure/Nature
51,Female,Low,Family,5,Luxury,Cultural/Historical
39,Male,High,Solo,1,Luxury,Relaxation/Beach
20,Female,Low,Group,5,Mid-range,Adventure/Nature
29,Other,Medium,Family,4,Mid-range,Relaxation/Beach
45,Male,High,Group,1,Luxury,Cultural/Historical
47,Male,Medium,Solo,1,Luxury,Relaxation/Beach
43,Female,High,Family,5,Mid-range,Relaxation/Beach
38,Female,Low,Family,4,Mid-range,Adventure/Nature
45,Other,Low,Family,2,Luxury,Relaxation/Beach
43,Female,High,Family,5,Economical,Cultural/Historical
50,Male,High,Group,1,Economical,Cultural/Historical
38,Female,Medium,Family,2,Luxury,Relaxation/Beach
52,Male,Medium,Group,2,Luxury,Cultural/Historical
51,Female,Medium,Solo,1,Luxury,Relaxation/Beach
58,Male,Low,Solo,2,Mid-range,Relaxation/Beach
64,Male,High,Solo,4,Mid-range,Cultural/Historical
35,Female,Medium,Family,4,Luxury,Relaxation/Beach
28,Female,Medium,Family,5,Mid-range,Adventure/Nature
40,Male,High,Group,5,Luxury,Relaxation/Beach
39,Male,Medium,Family,2,Mid-range,Relaxation/Beach
34,Female,Low,Family,1,Economical,Cultural/Historical
22,Female,High,Family,4,Economical,Adventure/Nature
61,Male,High,Solo,3,Mid-range,Cultural/Historical
28,Male,Medium,Solo,5,Mid-range,Adventure/Nature
47,Male,Low,Family,4,Economical,Cultural/Historical
32,Other,Low,Family,2,Mid-range,Relaxation/Beach
44,Female,Medium,Group,4,Mid-range,Party/Nightlife
52,Female,Medium,Family,4,Luxury,Cultural/Historical
50,Female,High,Family,2,Economical,Cultural/Historical
37,Male,High,Family,5,Mid-range,Adventure/Nature
33,Female,High,Group,5,Economical,Adventure/Nature
51,Female,Medium,Solo,3,Economical,Cultural/Historical
19,Male,High,Family,3,Economical,Adventure/Nature
52,Male,Medium,Family,5,Mid-range,Cultural/Historical
57,Female,Low,Group,5,Economical,Cultural/Historical
45,Other,Low,Solo,5,Economical,Cultural/Historical
64,Male,Medium,Family,5,Economical,Cultural/Historical
56,Female,High,Solo,4,Luxury,Cultural/Historical
23,Female,Low,Family,3,Luxury,Cultural/Historical
26,Male,Low,Solo,2,Economical,Cultural/Historical
37,Male,High,Solo,1,Mid-range,Relaxation/Beach
18,Male,Low,Family,2,Luxury,Party/Nightlife
25,Female,High,Solo,1,Economical,Adventure/Nature
40,Male,Medium,Solo,4,Economical,Adventure/Nature
20,Male,Low,Solo,3,Economical,Cultural/Historical
21,Female,High,Solo,1,Luxury,Relaxation/Beach
42,Female,Low,Group,5,Luxury,Relaxation/Beach
64,Male,Medium,Family,4,Economical,Cultural/Historical
55,Male,Low,Group,1,Economical,Cultural/Historical
32,Female,Low,Family,5,Luxury,Party/Nightlife
38,Female,Low,Group,4,Mid-range,Adventure/Nature
52,Female,Low,Family,1,Mid-range,Party/Nightlife
63,Male,Low,Family,5,Economical,Cultural/Historical
31,Female,High,Family,3,Luxury,Cultural/Historical
53,Female,Medium,Family,4,Economical,Cultural/Historical
29,Female,Medium,Family,1,Luxury,Relaxation/Beach
34,Female,Medium,Solo,5,Economical,Adventure/Nature
56,Male,High,Solo,3,Economical,Cultural/Historical
26,Male,High,Family,5,Mid-range,Adventure/Nature
52,Female,High,Family,3,Luxury,Cultural/Historical
30,Female,High,Solo,1,Mid-range,Relaxation/Beach
32,Female,Medium,Family,5,Economical,Adventure/Nature
35,Male,Medium,Family,5,Mid-range,Adventure/Nature
50,Other,Medium,Group,2,Mid-range,Cultural/Historical
23,Female,Medium,Solo,4,Luxury,Party/Nightlife
44,Male,Medium,Solo,5,Mid-range,Cultural/Historical
40,Male,Medium,Group,3,Economical,Cultural/Historical
44,Female,High,Family,4,Mid-range,Cultural/Historical
51,Female,High,Solo,1,Mid-range,Relaxation/Beach
63,Female,Medium,Group,4,Luxury,Cultural/Historical
55,Female,High,Family,2,Mid-range,Relaxation/Beach
31,Male,Low,Family,1,Mid-range,Relaxation/Beach
53,Male,Low,Group,5,Mid-range,Cultural/Historical
25,Female,Medium,Group,1,Mid-range,Adventure/Nature
52,Female,Medium,Family,1,Mid-range,Relaxation/Beach
36,Female,Low,Solo,2,Mid-range,Relaxation/Beach
47,Female,High,Solo,3,Luxury,Cultural/Historical
31,Male,Medium,Solo,1,Mid-range,Relaxation/Beach
37,Female,Medium,Solo,3,Economical,Cultural/Historical
42,Male,Low,Family,4,Economical,Cultural/Historical
57,Male,Low,Group,2,Mid-range,Cultural/Historical
41,Male,High,Group,5,Economical,Cultural/Historical
31,Male,Medium,Family,1,Mid-range,Party/Nightlife
43,Male,High,Family,3,Mid-range,Cultural/Historical
55,Male,High,Solo,1,Mid-range,Relaxation/Beach
40,Male,Medium,Solo,2,Luxury,Relaxation/Beach
39,Male,Low,Solo,5,Mid-range,Adventure/Nature
36,Female,High,Group,4,Luxury,Relaxation/Beach
63,Male,High,Solo,4,Mid-range,Cultural/Historical
20,Male,Medium,Group,3,Mid-range,Cultural/Historical
59,Female,High,Family,4,Economical,Cultural/Historical
36,Female,High,Solo,3,Mid-range,Cultural/Historical
26,Female,Medium,Solo,5,Economical,Adventure/Nature
45,Male,Medium,Family,1,Mid-range,Relaxation/Beach
37,Female,High,Group,2,Mid-range,Cultural/Historical
62,Male,Medium,Family,5,Mid-range,Cultural/Historical
24,Male,Low,Solo,5,Economical,Adventure/Nature
31,Male,Medium,Family,4,Mid-range,Adventure/Nature
26,Female,Low,Solo,4,Mid-range,Adventure/Nature
36,Male,Low,Group,2,Mid-range,Cultural/Historical
64,Male,High,Family,1,Luxury,Relaxation/Beach
31,Male,Low,Family,5,Luxury,Party/Nightlife
55,Female,Low,Family,4,Economical,Cultural/Historical
53,Female,Medium,Family,5,Mid-range,Cultural/Historical
57,Male,Medium,Solo,1,Mid-range,Relaxation/Beach
34,Female,Medium,Solo,3,Luxury,Cultural/Historical
47,Female,Low,Family,1,Luxury,Relaxation/Beach
26,Female,Low,Group,5,Economical,Adventure/Nature
50,Male,Low,Family,5,Luxury,Cultural/Historical
42,Female,Medium,Solo,2,Economical,Cultural/Historical
31,Male,Low,Group,5,Luxury,Relaxation/Beach
28,Female,High,Solo,4,Economical,Party/Nightlife
52,Male,Medium,Solo,2,Economical,Cultural/Historical
58,Male,Low,Solo,5,Luxury,Cultural/Historical
31,Male,High,Family,1,Mid-range,Relaxation/Beach
47,Female,Medium,Family,5,Luxury,Adventure/Nature
58,Male,Medium,Family,1,Economical,Cultural/Historical
21,Female,Low,Family,1,Mid-range,Relaxation/Beach
21,Male,Medium,Solo,5,Luxury,Cultural/Historical
45,Female,High,Group,1,Economical,Cultural/Historical
25,Female,High,Solo,3,Economical,Cultural/Historical
19,Female,Low,Group,2,Economical,Cultural/Historical
58,Female,Medium,Family,5,Luxury,Cultural/Historical
63,Female,Medium,Family,3,Luxury,Cultural/Historical
39,Male,High,Family,1,Mid-range,Relaxation/Beach
58,Female,High,Family,1,Economical,Cultural/Historical
33,Male,Low,Solo,2,Economical,Cultural/Historical
46,Female,Low,Group,3,Mid-range,Cultural/Historical
47,Female,Medium,Solo,3,Luxury,Party/Nightlife
29,Male,Low,Solo,5,Mid-range,Adventure/Nature
52,Male,Medium,Family,1,Mid-range,Relaxation/Beach
28,Female,Low,Family,4,Mid-range,Adventure/Nature
63,Female,Medium,Solo,5,Luxury,Cultural/Historical
38,Other,High,Group,5,Mid-range,Adventure/Nature
38,Female,High,Group,5,Luxury,Cultural/Historical
22,Female,Medium,Family,2,Economical,Cultural/Historical
37,Other,Medium,Family,2,Luxury,Relaxation/Beach
54,Male,High,Family,5,Mid-range,Cultural/Historical
20,Male,Low,Solo,4,Mid-range,Adventure/Nature
61,Female,Medium,Family,3,Mid-range,Cultural/Historical
50,Female,Medium,Group,3,Economical,Cultural/Historical
26,Female,Low,Group,1,Economical,Cultural/Historical
26,Male,Medium,Group,3,Luxury,Cultural/Historical
21,Male,Low,Solo,3,Economical,Cultural/Historical
52,Male,Medium,Solo,4,Luxury,Cultural/Historical
34,Male,Low,Solo,3,Mid-range,Cultural/Historical
51,Male,Medium,Family,4,Mid-range,Cultural/Historical
41,Female,Low,Solo,2,Luxury,Relaxation/Beach
49,Male,High,Family,4,Luxury,Cultural/Historical
18,Female,Medium,Family,2,Mid-range,Relaxation/Beach
25,Male,Medium,Group,4,Economical,Adventure/Nature
62,Female,Medium,Family,5,Luxury,Cultural/Historical
40,Male,Medium,Group,2,Luxury,Relaxation/Beach
64,Male,Low,Solo,2,Luxury,Relaxation/Beach
57,Male,High,Solo,3,Luxury,Cultural/Historical
29,Other,Low,Group,2,Economical,Cultural/Historical
29,Female,Low,Family,4,Luxury,Adventure/Nature
63,Female,High,Family,5,Economical,Cultural/Historical
64,Male,Low,Solo,5,Economical,Cultural/Historical
32,Other,Medium,Solo,3,Economical,Cultural/Historical
58,Male,Medium,Family,4,Economical,Cultural/Historical
36,Male,Medium,Group,4,Mid-range,Adventure/Nature
43,Female,High,Group,1,Economical,Adventure/Nature
46,Other,Medium,Family,2,Economical,Cultural/Historical
39,Male,Medium,Family,3,Economical,Cultural/Historical
57,Male,High,Group,5,Mid-range,Cultural/Historical
38,Other,Low,Family,1,Mid-range,Relaxation/Beach
55,Male,Medium,Family,4,Mid-range,Cultural/Historical
37,Male,Medium,Group,2,Luxury,Cultural/Historical
46,Female,Medium,Group,5,Mid-range,Relaxation/Beach
21,Female,High,Group,1,Mid-range,Relaxation/Beach
24,Female,High,Solo,4,Luxury,Adventure/Nature
45,Other,Low,Family,5,Economical,Cultural/Historical
45,Female,Low,Group,5,Mid-range,Cultural/Historical
21,Male,Low,Solo,4,Mid-range,Adventure/Nature
39,Other,Low,Group,4,Luxury,Party/Nightlife
29,Male,Low,Solo,3,Luxury,Cultural/Historical
62,Male,Medium,Group,5,Economical,Cultural/Historical
20,Female,High,Family,4,Luxury,Adventure/Nature
39,Male,High,Solo,1,Luxury,Cultural/Historical
61,Male,Low,Family,2,Economical,Cultural/Historical
19,Male,Medium,Family,3,Economical,Relaxation/Beach
41,Male,Medium,Family,4,Luxury,Party/Nightlife
51,Female,High,Family,2,Economical,Cultural/Historical
44,Female,High,Group,3,Economical,Cultural/Historical
58,Other,High,Family,5,Economical,Cultural/Historical
18,Male,Medium,Family,2,Economical,Cultural/Historical
25,Male,Medium,Solo,3,Economical,Cultural/Historical
40,Male,Low,Group,4,Mid-range,Adventure/Nature
55,Male,Medium,Solo,4,Economical,Cultural/Historical
23,Male,Low,Family,3,Luxury,Cultural/Historical
39,Female,Medium,Group,5,Economical,Adventure/Nature
42,Other,Medium,Solo,3,Mid-range,Cultural/Historical
35,Other,Low,Family,1,Luxury,Relaxation/Beach
34,Male,Low,Solo,3,Luxury,Cultural/Historical
29,Female,Low,Group,3,Mid-range,Cultural/Historical
23,Male,Low,Family,4,Mid-range,Adventure/Nature
43,Male,Low,Group,5,Mid-range,Adventure/Nature
44,Female,Low,Group,3,Luxury,Cultural/Historical
25,Female,Low,Family,2,Economical,Cultural/Historical
36,Male,Low,Family,4,Mid-range,Adventure/Nature
59,Male,High,Family,4,Luxury,Cultural/Historical
18,Male,Medium,Family,3,Mid-range,Cultural/Historical
46,Female,Low,Family,2,Luxury,Relaxation/Beach
62,Female,Medium,Group,3,Mid-range,Cultural/Historical
52,Other,High,Family,2,Economical,Cultural/Historical
57,Male,Medium,Solo,4,Mid-range,Cultural/Historical
31,Male,Low,Family,2,Mid-range,Relaxation/Beach
52,Female,Medium,Family,3,Luxury,Cultural/Historical
62,Female,High,Solo,1,Luxury,Relaxation/Beach
37,Male,High,Family,1,Luxury,Relaxation/Beach
30,Female,Medium,Family,2,Economical,Cultural/Historical
55,Female,High,Family,3,Mid-range,Cultural/Historical
63,Other,High,Family,5,Mid-range,Cultural/Historical
25,Female,Medium,Family,1,Mid-range,Relaxation/Beach
60,Female,Medium,Group,4,Mid-range,Cultural/Historical
37,Female,Medium,Group,3,Luxury,Cultural/Historical
50,Female,High,Family,3,Mid-range,Cultural/Historical
43,Male,Low,Solo,1,Mid-range,Relaxation/Beach
56,Male,High,Group,5,Luxury,Cultural/Historical
38,Male,Low,Family,4,Economical,Adventure/Nature
59,Female,Medium,Solo,5,Mid-range,Cultural/Historical
60,Male,High,Solo,4,Mid-range,Cultural/Historical
58,Other,Low,Solo,1,Luxury,Relaxation/Beach
26,Male,Medium,Solo,3,Economical,Cultural/Historical
41,Male,Low,Solo,4,Mid-range,Relaxation/Beach
54,Female,Medium,Group,3,Luxury,Cultural/Historical
58,Male,Low,Family,2,Luxury,Relaxation/Beach
34,Male,Medium,Family,2,Luxury,Relaxation/Beach
41,Male,Medium,Group,1,Mid-range,Cultural/Historical
